date,close price,return
08/01/2019,72.47,-0.00137798
07/01/2019,72.57,0.009458896
04/01/2019,71.89,0.000695991
03/01/2019,71.84,0.012258701
02/01/2019,70.97,-0.019615969
31/12/2018,72.39,0.00667501
28/12/2018,71.91,0.02246552
27/12/2018,70.33,0.024471959
24/12/2018,68.65,0.002482477
21/12/2018,68.48,-0.006384214
20/12/2018,68.92,-0.006916427
19/12/2018,69.40,0.011661808
18/12/2018,68.60,-0.00952931
17/12/2018,69.26,0.006539747
14/12/2018,68.81,-0.019521231
13/12/2018,70.18,0.001426941
12/12/2018,70.08,0.024112231
11/12/2018,68.43,0.002343636
10/12/2018,68.27,-0.029842262
07/12/2018,70.37,0.010047366
06/12/2018,69.67,-0.004714286
05/12/2018,70.00,-0.011299435
04/12/2018,70.80,-0.01048218
03/12/2018,71.55,0.004492489
30/11/2018,71.23,-0.016567721
29/11/2018,72.43,0.004716327
28/11/2018,72.09,-0.00166182
27/11/2018,72.21,0.011911435
26/11/2018,71.36,0.000841515
23/11/2018,71.30,0.009486054
22/11/2018,70.63,0.008135884
21/11/2018,70.06,0.012427746
20/11/2018,69.20,0.010218978
19/11/2018,68.50,-0.005805515
16/11/2018,68.90,0.000580889
15/11/2018,68.86,-0.005057073
14/11/2018,69.21,-0.023836389
13/11/2018,70.90,-0.012122057
12/11/2018,71.77,0.011557435
09/11/2018,70.95,0.004672897
08/11/2018,70.62,0.018312906
07/11/2018,69.35,0.005801305
06/11/2018,68.95,0.014268903
05/11/2018,67.98,-0.005413314
02/11/2018,68.35,-0.008558167
01/11/2018,68.94,-0.004188935
31/10/2018,69.23,0.015698357
30/10/2018,68.16,0.022809124
29/10/2018,66.64,0.012612065
26/10/2018,65.81,0.008273326
25/10/2018,65.27,-0.023781035
24/10/2018,66.86,0.00375319
23/10/2018,66.61,-0.010840511
22/10/2018,67.34,-0.008539458
19/10/2018,67.92,0.010413567
18/10/2018,67.22,0.004783259
17/10/2018,66.90,0.017181086
16/10/2018,65.77,0.002133171
15/10/2018,65.63,-0.02088617
12/10/2018,67.03,0.000447761
11/10/2018,67.00,-0.028563143
10/10/2018,68.97,0.0032
09/10/2018,68.75,-0.008651766
08/10/2018,69.35,-0.009285714
05/10/2018,70.00,0.001144165
04/10/2018,69.92,0.004453383
03/10/2018,69.61,0.00057496
02/10/2018,69.57,-0.012070435
01/10/2018,70.42,-0.013863605
28/09/2018,71.41,0.018978311
27/09/2018,70.08,-0.001424907
26/09/2018,70.18,-0.008757062
25/09/2018,70.80,-0.010758698
24/09/2018,71.57,-0.005143175
21/09/2018,71.94,0.000834725
20/09/2018,71.88,-0.002913025
19/09/2018,72.09,0.002363737
18/09/2018,71.92,0.002369338
17/09/2018,71.75,0.003496503
14/09/2018,71.50,0.004495645
13/09/2018,71.18,-0.010426804
12/09/2018,71.93,0.000834841
11/09/2018,71.87,0.015830389
10/09/2018,70.75,0.003403773
07/09/2018,70.51,0.005275164
06/09/2018,70.14,0.000427899
05/09/2018,70.11,-0.008765729
04/09/2018,70.73,-0.006740626
03/09/2018,71.21,-0.000421112
31/08/2018,71.24,-0.012612613
30/08/2018,72.15,-0.014748054
29/08/2018,73.23,0.020911752
28/08/2018,71.73,0.007585335
27/08/2018,71.19,0.004231909
24/08/2018,70.89,0.001978799
23/08/2018,70.75,-0.015720646
22/08/2018,71.88,-0.014667581
21/08/2018,72.95,-0.008966173
20/08/2018,73.61,-0.009153318
17/08/2018,74.29,0.002293578
16/08/2018,74.12,0.001756994
15/08/2018,73.99,-0.024650672
14/08/2018,75.86,0.012276488
13/08/2018,74.94,-0.005968961
10/08/2018,75.39,0.000265358
09/08/2018,75.37,0.00748563
08/08/2018,74.81,0.026341062
07/08/2018,72.89,-0.009108211
06/08/2018,73.56,0.010023342
03/08/2018,72.83,-0.011536374
02/08/2018,73.68,-0.000407
01/08/2018,73.71,-0.014440433
31/07/2018,74.79,-0.001468625
30/07/2018,74.90,-0.006104034
27/07/2018,75.36,0.007082721
26/07/2018,74.83,0.00093633
25/07/2018,74.76,-0.005454304
24/07/2018,75.17,-0.000930356
23/07/2018,75.24,-0.008695652
20/07/2018,75.90,0.006764823
19/07/2018,75.39,0.004932018
18/07/2018,75.02,0.007115049
17/07/2018,74.49,0.003367457
16/07/2018,74.24,-0.008149633
13/07/2018,74.85,-0.004786598
12/07/2018,75.21,0.015665091
11/07/2018,74.05,-0.005105468
10/07/2018,74.43,-0.021944809
09/07/2018,76.10,0.005682569
06/07/2018,75.67,0.016250336
05/07/2018,74.46,0.011822258
04/07/2018,73.59,-0.005137218
03/07/2018,73.97,0.017469051
02/07/2018,72.70,-0.002332922
29/06/2018,72.87,-0.004916018
28/06/2018,73.23,0.008538769
27/06/2018,72.61,-0.002746875
26/06/2018,72.81,0.009007761
25/06/2018,72.16,-0.023016518
22/06/2018,73.86,0.013168724
21/06/2018,72.90,0.013767209
20/06/2018,71.91,0.0290498
19/06/2018,69.88,0.002582496
18/06/2018,69.70,0.010437808
15/06/2018,68.98,0.022683469
14/06/2018,67.45,-0.010706952
13/06/2018,68.18,-0.0097313
12/06/2018,68.85,-0.007496036
08/06/2018,69.37,0.001588218
07/06/2018,69.26,0.000433338
06/06/2018,69.23,-0.016479614
05/06/2018,70.39,0.010044483
04/06/2018,69.69,0.01441048
01/06/2018,68.70,-0.008658009
31/05/2018,69.30,-0.004310345
30/05/2018,69.60,-0.010660981
29/05/2018,70.35,0.010630657
28/05/2018,69.61,-0.003721197
25/05/2018,69.87,0.004023567
24/05/2018,69.59,-0.003151411
23/05/2018,69.81,-0.006263345
22/05/2018,70.25,0.002282779
21/05/2018,70.09,-0.005815603
18/05/2018,70.50,-0.009274874
17/05/2018,71.16,0.005226727
16/05/2018,70.79,-0.001833051
15/05/2018,70.92,0.001694915
14/05/2018,70.80,0.003828158
11/05/2018,70.53,-0.006339814
10/05/2018,70.98,-0.006021566
09/05/2018,71.41,-0.028435374
08/05/2018,73.50,0.01086508
07/05/2018,72.71,-0.000687191
04/05/2018,72.76,-0.015559464
03/05/2018,73.91,0.006125783
02/05/2018,73.46,0.003963373
01/05/2018,73.17,0.018796992
30/04/2018,71.82,0.003913894
27/04/2018,71.54,-0.00982699
26/04/2018,72.25,-0.016471549
24/04/2018,73.46,0.010871061
23/04/2018,72.67,0.008465168
20/04/2018,72.06,-0.004696133
19/04/2018,72.40,-0.000138102
18/04/2018,72.41,-0.004810335
17/04/2018,72.76,0.001927844
16/04/2018,72.62,-0.007381083
13/04/2018,73.16,0.000957723
12/04/2018,73.09,-0.007468767
11/04/2018,73.64,-0.009682625
10/04/2018,74.36,0.011012916
09/04/2018,73.55,0.000816438
06/04/2018,73.49,-0.004200542
05/04/2018,73.80,0.013736264
04/04/2018,72.80,0.007473014
03/04/2018,72.26,-0.000691467
29/03/2018,72.31,0.006262176
28/03/2018,71.86,-0.007869667
27/03/2018,72.43,0.005692863
26/03/2018,72.02,-0.010850158
23/03/2018,72.81,-0.027514358
22/03/2018,74.87,-0.012008446
21/03/2018,75.78,0.007846788
20/03/2018,75.19,0.004005875
19/03/2018,74.89,-0.005972923
16/03/2018,75.34,-0.005806281
15/03/2018,75.78,-0.010058785
14/03/2018,76.55,-0.006489293
13/03/2018,77.05,-0.004007239
12/03/2018,77.36,0.006374398
09/03/2018,76.87,0.00918997
08/03/2018,76.17,0.013707746
07/03/2018,75.14,-0.007266482
06/03/2018,75.69,0.008796481
05/03/2018,75.03,-0.009243365
02/03/2018,75.73,-0.00433868
01/03/2018,76.06,-0.004319937
28/02/2018,76.39,-0.004820219
27/02/2018,76.76,0.002088773
26/02/2018,76.60,0.015107342
23/02/2018,75.46,0.010850636
22/02/2018,74.65,0.004305126
21/02/2018,74.33,0.000942634
20/02/2018,74.26,-0.00188172
19/02/2018,74.40,0.005133748
16/02/2018,74.02,0.00216626
15/02/2018,73.86,-0.00162206
14/02/2018,73.98,-0.030406291
13/02/2018,76.30,0.005535055
12/02/2018,75.88,-0.004852459
09/02/2018,76.25,-0.003398249
08/02/2018,76.51,-0.003646308
07/02/2018,76.79,-0.007881137
06/02/2018,77.40,-0.030075188
05/02/2018,79.80,-0.012253992
02/02/2018,80.79,0.009748781
01/02/2018,80.01,
